user_id,event_id,tier_id,purchase_timestamp,purchase_amount,tickets_quantity,payment_card_id,ip_address,purchase_success,location,time_since_last_purchase,failed_attempts_count
user_11,event_7,tier_1,2025-07-13 04:08:37.616459,50.0,14,8ab37dc299,10.170.163.20,False,Ravenburgh,18376.0,1
user_11,event_19,tier_3,2025-07-13 08:34:37.616459,100.0,3,76c6d7bec0,172.16.245.203,True,Tylerchester,20341.0,2
user_11,event_9,tier_1,2025-07-14 19:31:37.616459,50.0,2,255164286c,192.168.85.73,False,Kathleenton,2097.0,3
user_11,event_15,tier_1,2025-07-16 01:50:37.616459,50.0,2,18ed20a124,172.17.101.92,True,West Jessica,-2272.0,0
user_11,event_17,tier_4,2025-07-17 03:33:37.616459,150.0,1,adc307b851,192.168.175.8,True,North Brandonstad,19488.0,0
user_11,event_5,tier_3,2025-07-17 15:42:37.616459,100.0,1,13c7bf67bf,192.168.91.23,True,Jasonborough,25565.0,0
user_11,event_2,tier_2,2025-07-18 08:36:37.616459,75.0,18,0a221fae7e,192.168.29.205,True,Smithbury,31631.0,1
user_11,event_14,tier_1,2025-07-22 00:56:37.616459,50.0,2,c915fc9295,172.19.131.152,True,South Angelamouth,26139.0,1
user_12,event_14,tier_4,2025-06-24 13:17:37.616459,150.0,2,904f9b7217,172.22.252.92,True,New Marybury,,0
user_12,event_3,tier_1,2025-06-27 21:20:37.616459,50.0,2,030ca39869,172.16.6.210,False,Haleshire,-36442.0,1
user_12,event_1,tier_2,2025-06-29 07:50:37.616459,75.0,2,28892130ca,192.168.89.178,True,Currychester,-10465.0,1
user_12,event_20,tier_1,2025-06-30 00:52:37.616459,50.0,1,869bbc7bce,192.168.1.100,True,Port Veronica,-23615.0,1
user_12,event_19,tier_3,2025-06-30 11:45:37.616459,100.0,2,38246a1888,172.23.82.77,True,Port Cindy,-25459.0,1
user_12,event_6,tier_4,2025-07-01 18:12:37.616459,150.0,3,cb8bb95480,10.105.163.84,True,East Stephanie,-31703.0,1
user_12,event_7,tier_1,2025-07-05 07:55:37.616459,50.0,2,da11e0247d,10.255.108.130,True,Williamsonmouth,15518.0,0
user_12,event_8,tier_3,2025-07-06 12:36:37.616459,100.0,2,343ad3e5e9,10.93.186.194,True,Moorefurt,-11845.0,1
user_12,event_7,tier_2,2025-07-06 14:15:37.616459,75.0,3,6fff1ef467,192.168.1.100,True,West Cherylberg,99.0,1
user_12,event_11,tier_3,2025-07-06 21:04:37.616459,100.0,2,121acf9915,192.168.1.100,True,New Jeremy,-2934.0,1
user_12,event_15,tier_4,2025-07-08 21:58:37.616459,150.0,11,a7bc3fa849,10.86.114.102,True,Port Amandatown,12786.0,1
user_12,event_7,tier_4,2025-07-08 22:57:37.616459,150.0,1,e897f66c1c,192.168.107.7,True,West Tyler,-16484.0,1
user_12,event_15,tier_1,2025-07-14 18:01:37.616459,50.0,3,0347213c0c,172.19.193.45,True,Mckenzieview,18709.0,1
user_12,event_4,tier_3,2025-07-16 10:27:37.616459,100.0,1,401800ad2a,10.179.77.227,True,New Austin,10770.0,1
user_12,event_18,tier_3,2025-07-18 04:04:37.616459,100.0,3,090b255df2,172.20.55.127,True,Port Toddberg,29204.0,1
user_12,event_12,tier_2,2025-07-20 09:41:37.616459,75.0,2,a54bc1dd10,172.26.137.246,True,Martinmouth,-2004.0,1
user_12,event_9,tier_2,2025-07-21 19:05:37.616459,75.0,3,df2e8df295,192.168.1.100,True,Cherylbury,32355.0,1
user_12,event_19,tier_4,2025-07-23 04:42:37.616459,150.0,16,abee36d306,10.94.41.10,True,Josephland,25727.0,0
user_12,event_5,tier_2,2025-07-23 18:35:37.616459,75.0,2,0b04eaf5bc,172.21.250.135,True,West Christine,33530.0,1
user_13,event_6,tier_1,2025-06-24 00:46:37.616459,50.0,1,b92e0945f5,172.31.186.208,True,Port Jacquelinefurt,-2755.0,1
user_13,event_20,tier_5,2025-06-24 10:57:37.616459,200.0,2,feebbeca71,10.209.41.117,True,Hoffmanborough,-33442.0,2
user_13,event_6,tier_4,2025-06-25 12:26:37.616459,150.0,3,3908c89122,172.20.97.157,True,North Johnborough,-24570.0,2
user_13,event_19,tier_4,2025-06-25 22:41:37.616459,150.0,1,dacdfc2a18,192.168.46.177,True,New Brittanybury,-3460.0,1
user_13,event_16,tier_1,2025-06-28 08:21:37.616459,50.0,1,ec5663bb01,192.168.191.234,True,Colinview,-23077.0,1
user_13,event_8,tier_1,2025-07-04 00:42:37.616459,50.0,1,a6162e1912,192.168.1.100,True,Davidville,13785.0,2
user_13,event_5,tier_2,2025-07-09 05:03:37.616459,75.0,3,fed7820cff,10.4.216.247,True,North Michael,21857.0,1
user_13,event_13,tier_2,2025-07-11 05:49:37.616459,75.0,3,5b4b5aeb91,192.168.199.170,True,New Christophertown,-15068.0,2
user_13,event_19,tier_1,2025-07-11 15:11:37.616459,50.0,1,843afb144e,192.168.238.14,True,New Shannon,,0
user_13,event_7,tier_4,2025-07-12 13:56:37.616459,150.0,2,900bd583a0,172.23.2.62,False,West Connie,4853.0,2
user_13,event_1,tier_5,2025-07-14 08:58:37.616459,200.0,1,326fd6402d,172.21.52.185,False,Lake Lisa,3947.0,1
user_13,event_16,tier_2,2025-07-17 16:19:37.616459,75.0,2,6f01813a42,192.168.191.18,True,Annettemouth,9270.0,2
user_13,event_7,tier_4,2025-07-21 16:57:37.616459,150.0,2,c65eaf7b61,10.102.173.243,True,Allenville,-2892.0,2
user_13,event_6,tier_4,2025-07-23 17:09:37.616459,150.0,1,f72c7c7455,192.168.1.100,True,Blairfort,40603.0,2
user_14,event_8,tier_4,2025-06-24 08:18:37.616459,150.0,3,746ab56a7d,192.168.156.161,True,Jenkinsshire,-10160.0,1
user_14,event_12,tier_4,2025-06-25 03:03:37.616459,150.0,3,0deee1456e,10.7.209.229,True,Jeffreybury,-8532.0,0
user_14,event_3,tier_2,2025-06-26 01:16:37.616459,75.0,3,2a05305a7e,172.18.201.38,False,Port Christopherchester,-21032.0,2
user_14,event_3,tier_2,2025-06-26 11:43:37.616459,75.0,1,31329ca95a,172.19.114.24,True,South Kelly,-38233.0,1
user_14,event_9,tier_1,2025-06-29 22:02:37.616459,50.0,2,820ccd4aa3,192.168.1.100,True,Brandontown,6899.0,0
user_14,event_15,tier_2,2025-07-01 01:15:37.616459,75.0,1,01b2e03ab1,172.23.104.221,True,South Christymouth,-25448.0,0
user_14,event_20,tier_2,2025-07-01 09:38:37.616459,75.0,3,1b59b560cc,192.168.127.232,True,Lake Amber,-1607.0,1
user_14,event_13,tier_3,2025-07-02 12:25:37.616459,100.0,2,ecacf99078,172.29.211.68,True,Bruceborough,-1302.0,1
user_14,event_10,tier_4,2025-07-03 10:07:37.616459,150.0,3,9ea41b7276,192.168.47.221,True,East Triciaton,-13780.0,1
user_14,event_16,tier_1,2025-07-03 17:24:37.616459,50.0,3,112426f592,172.23.109.125,False,Wongbury,11048.0,3
user_14,event_18,tier_5,2025-07-08 04:26:37.616459,200.0,3,b5016f526d,192.168.199.245,True,East Leeville,-6613.0,0
user_14,event_18,tier_4,2025-07-10 01:42:37.616459,150.0,1,7533bd504e,192.168.208.149,False,Stevenland,2716.0,1
user_14,event_20,tier_1,2025-07-10 15:48:37.616459,50.0,3,3807766199,172.30.26.54,True,North Michellefort,20405.0,1
user_14,event_1,tier_5,2025-07-12 18:39:37.616459,200.0,1,ef6f32c090,192.168.1.100,True,East Josephfurt,18517.0,0
user_14,event_5,tier_3,2025-07-12 23:47:37.616459,100.0,1,b6942052ef,172.18.72.92,True,Port Pamelaberg,-15677.0,1
user_14,event_6,tier_1,2025-07-15 01:49:37.616459,50.0,1,5e53553bb8,192.168.5.53,True,East Aprilton,-10594.0,0
user_14,event_17,tier_2,2025-07-15 11:29:37.616459,75.0,2,bddc082048,172.23.60.18,True,Lowechester,16925.0,0
user_14,event_7,tier_4,2025-07-18 17:23:37.616459,150.0,3,df53c03385,10.3.116.251,True,Christopherland,4674.0,0
user_14,event_8,tier_1,2025-07-20 09:19:37.616459,50.0,1,8234884c28,192.168.1.100,True,Lake Robertmouth,,0
user_14,event_13,tier_1,2025-07-22 10:23:37.616459,50.0,1,d3750df145,172.17.198.135,True,West Stephaniemouth,2944.0,0
user_14,event_4,tier_1,2025-07-23 00:56:37.616459,50.0,3,a72b4d13d5,172.30.19.133,False,Robertside,11467.0,1
user_14,event_2,tier_3,2025-07-23 21:04:37.616459,100.0,3,e4e3894fc0,192.168.93.33,True,Port Angelica,19882.0,1
user_15,event_17,tier_4,2025-06-24 14:22:37.616459,150.0,2,824839dfb1,10.57.205.147,True,Stevenstad,-40407.0,0
user_15,event_10,tier_4,2025-06-25 08:54:37.616459,150.0,3,b199a7b43e,172.31.190.133,True,Coreyhaven,-33697.0,0
user_15,event_13,tier_2,2025-06-26 08:25:37.616459,75.0,2,60754c408a,192.168.169.66,True,North Jackson,-29284.0,0
user_15,event_13,tier_2,2025-06-26 12:48:37.616459,75.0,1,3573648831,172.16.13.5,True,East Amber,-12772.0,2
user_15,event_17,tier_1,2025-06-29 23:01:37.616459,50.0,1,ab46686eee,172.25.229.104,True,East Matthew,-32496.0,0
user_15,event_16,tier_4,2025-06-30 16:12:37.616459,150.0,2,6bf14ebe33,192.168.1.100,True,Charlesborough,-31062.0,2
user_15,event_3,tier_2,2025-07-02 23:44:37.616459,75.0,1,538ed5f9e4,10.124.8.108,True,Port Jessica,-3234.0,2
user_15,event_13,tier_2,2025-07-05 05:38:37.616459,75.0,3,1bc765a1f4,192.168.75.41,True,West Melissaside,6566.0,2
user_15,event_4,tier_2,2025-07-05 09:40:37.616459,75.0,1,85a8a67900,10.165.73.121,False,Mendozafurt,-3720.0,2
user_15,event_5,tier_1,2025-07-07 01:52:37.616459,50.0,1,779e59b8bd,192.168.135.40,True,Perezstad,17970.0,0
user_15,event_10,tier_3,2025-07-07 23:40:37.616459,100.0,1,26d1d9927a,172.23.16.157,True,Fergusonmouth,-22982.0,1
user_15,event_11,tier_3,2025-07-08 15:01:37.616459,100.0,1,ea2f23af20,192.168.1.100,True,Amandaborough,-9326.0,0
user_15,event_3,tier_3,2025-07-09 21:32:37.616459,100.0,2,e88fa66fa0,10.240.76.220,False,Shawnfurt,9948.0,3
user_15,event_16,tier_3,2025-07-13 03:50:37.616459,100.0,3,a994bfcfce,172.31.0.156,True,Nicholeburgh,23942.0,2
user_15,event_2,tier_3,2025-07-14 13:17:37.616459,100.0,11,5a640e52c7,172.17.163.171,True,Jamesland,-3027.0,0
user_15,event_18,tier_4,2025-07-15 02:27:37.616459,150.0,3,39c4e57160,172.17.214.244,True,Lake Michaelland,790.0,0
user_15,event_9,tier_2,2025-07-16 15:44:37.616459,75.0,2,a088676f9a,192.168.139.208,True,Port Jenniferborough,9732.0,0
user_15,event_15,tier_1,2025-07-16 16:29:37.616459,50.0,1,8bc83fc88b,192.168.95.184,True,Ericaland,-6840.0,0
user_15,event_5,tier_5,2025-07-18 18:31:37.616459,200.0,2,9473bb110c,172.18.122.15,True,West Alyssaview,14610.0,0
user_15,event_6,tier_1,2025-07-19 19:05:37.616459,50.0,1,8fb4688b8f,192.168.21.80,True,Loriberg,18313.0,0
user_15,event_18,tier_1,2025-07-21 10:29:37.616459,50.0,3,2a87a4aa36,192.168.171.49,True,East Daniel,30928.0,0
user_15,event_3,tier_3,2025-07-22 05:54:37.616459,100.0,3,4f7aded3f0,192.168.120.106,True,East Angelfurt,13084.0,2
user_15,event_12,tier_4,2025-07-22 12:37:37.616459,150.0,2,901715ec78,172.21.200.198,True,Andersonhaven,3932.0,0
user_15,event_9,tier_2,2025-07-22 15:49:37.616459,75.0,2,291f262678,172.18.120.15,True,Robertville,,0
user_15,event_5,tier_2,2025-07-23 22:42:37.616459,75.0,1,bfe6b90b03,192.168.33.116,False,Alvaradoside,39737.0,1
user_16,event_19,tier_5,2025-06-24 03:57:37.616459,200.0,1,ca2478dafd,192.168.1.100,True,New Connieside,-36500.0,1
user_16,event_18,tier_3,2025-06-25 22:24:37.616459,100.0,3,ea24bf5522,10.178.179.194,True,East Melinda,2547.0,1
user_16,event_5,tier_4,2025-06-28 14:43:37.616459,150.0,1,9be62024fe,172.20.229.163,True,Victoriaport,3859.0,1
user_16,event_6,tier_5,2025-06-29 07:59:37.616459,200.0,3,24caac8129,192.168.152.209,True,Port Lisaside,-27154.0,1
user_16,event_17,tier_3,2025-06-29 09:58:37.616459,100.0,2,f60a16cbcb,172.18.167.218,True,Stephanieview,-10165.0,0
user_16,event_5,tier_2,2025-06-30 01:55:37.616459,75.0,3,16924f19c8,172.25.26.100,True,East Chaseburgh,-30499.0,1
user_16,event_12,tier_3,2025-07-02 03:08:37.616459,100.0,2,0a1bd4393b,192.168.158.214,True,Conradville,-14265.0,1
user_16,event_17,tier_2,2025-07-04 01:05:37.616459,75.0,2,6681ba4374,192.168.242.235,False,Davidmouth,-26448.0,1
user_16,event_16,tier_5,2025-07-06 11:23:37.616459,200.0,2,1a7661fa19,10.254.194.1,True,Bethview,-9325.0,0
user_16,event_3,tier_4,2025-07-10 18:53:37.616459,150.0,1,64001f795b,192.168.212.127,True,Marissaport,9708.0,1
user_16,event_17,tier_4,2025-07-12 00:53:37.616459,150.0,1,6de7268192,172.26.160.145,True,New Larry,-6203.0,1
user_16,event_17,tier_3,2025-07-12 22:48:37.616459,100.0,3,647cf3b1da,192.168.86.50,True,East Tinamouth,,0
user_16,event_6,tier_5,2025-07-16 08:16:37.616459,200.0,3,9e4fb28a66,192.168.1.100,True,New Brian,8003.0,1
user_16,event_4,tier_4,2025-07-17 05:36:37.616459,150.0,1,1de43372ce,172.17.199.142,True,East Laurenview,25658.0,0
user_16,event_19,tier_1,2025-07-17 22:38:37.616459,50.0,3,3090373af1,192.168.18.189,True,South Andrewburgh,22770.0,1
user_16,event_13,tier_5,2025-07-18 04:33:37.616459,200.0,3,9d283ed87a,192.168.91.37,True,Port Jeffrey,26078.0,1
user_16,event_8,tier_1,2025-07-19 12:17:37.616459,50.0,3,58db82bbc5,192.168.46.10,True,Andreaburgh,29058.0,1
user_16,event_5,tier_3,2025-07-20 11:23:37.616459,100.0,3,ed52a89f7d,172.22.14.208,True,Webermouth,4667.0,0
user_16,event_2,tier_4,2025-07-21 06:14:37.616459,150.0,1,da3316460e,172.20.66.5,True,Loganview,4776.0,1
user_16,event_14,tier_5,2025-07-22 09:53:37.616459,200.0,2,d52a1091b3,192.168.14.151,True,Collierburgh,2790.0,0
user_17,event_6,tier_5,2025-06-24 09:07:37.616459,200.0,1,40b78777bb,192.168.95.121,True,Montgomerystad,-39552.0,0
user_17,event_1,tier_2,2025-06-24 16:13:37.616459,75.0,2,38fb5eab00,10.53.3.127,True,Caldwellborough,-39437.0,0
user_17,event_12,tier_5,2025-06-26 08:10:37.616459,200.0,1,eb3460e662,192.168.104.116,True,Lake Miguel,-32083.0,0
user_17,event_7,tier_2,2025-06-30 08:33:37.616459,75.0,3,3e458b02ab,172.16.130.9,True,Melissaside,,0
user_17,event_11,tier_2,2025-07-02 03:06:37.616459,75.0,3,1ee37512a4,10.241.202.63,True,East Jasmine,-8379.0,2
user_17,event_17,tier_4,2025-07-05 17:01:37.616459,150.0,1,ce335574b9,192.168.105.94,True,North Courtneymouth,-25677.0,1
user_17,event_17,tier_4,2025-07-05 20:01:37.616459,150.0,1,56c16a0321,192.168.149.3,True,East Ebony,-11119.0,0
user_17,event_6,tier_3,2025-07-07 22:45:37.616459,100.0,1,120be0ed59,192.168.170.185,False,South Paulport,-12384.0,2
user_17,event_9,tier_5,2025-07-09 23:29:37.616459,200.0,16,0cf3e828dc,192.168.253.42,True,North Michaelville,22462.0,0
user_17,event_14,tier_5,2025-07-10 23:34:37.616459,200.0,3,f5ae14bf3a,10.92.11.228,True,Tinaborough,-4941.0,1
user_17,event_13,tier_4,2025-07-13 13:20:37.616459,150.0,2,d5668e9848,172.29.42.47,True,Hernandezhaven,24790.0,0
user_17,event_20,tier_3,2025-07-13 16:04:37.616459,100.0,1,09577ed499,10.107.227.206,False,South Patricia,11283.0,1
user_17,event_9,tier_1,2025-07-14 09:55:37.616459,50.0,2,b11d2fd19b,192.168.1.100,True,North Maria,1071.0,1
user_17,event_2,tier_3,2025-07-16 00:47:37.616459,100.0,3,4e3e335373,192.168.110.176,True,North Stacychester,-10378.0,1
user_17,event_11,tier_3,2025-07-16 13:09:37.616459,100.0,3,4137d69b64,172.17.146.25,True,New Luke,15608.0,1
user_17,event_14,tier_3,2025-07-16 23:33:37.616459,100.0,1,ac110b39e4,192.168.177.200,True,North Mathewview,23940.0,0
user_17,event_4,tier_5,2025-07-18 14:53:37.616459,200.0,2,29df53a43e,192.168.80.109,True,East Gabrielle,12444.0,0
user_17,event_3,tier_3,2025-07-21 20:19:37.616459,100.0,2,04cfe73dbb,10.32.106.40,True,Collierport,39126.0,0
user_17,event_3,tier_5,2025-07-22 01:30:37.616459,200.0,1,fdfbadab01,10.129.187.192,True,East David,7317.0,0
user_17,event_15,tier_1,2025-07-23 05:45:37.616459,50.0,1,401d1f80ef,10.198.98.138,True,Kylechester,17651.0,1
user_17,event_4,tier_4,2025-07-23 12:58:37.616459,150.0,1,ae998f17ba,172.22.181.170,True,Malloryfurt,10811.0,1
user_18,event_9,tier_2,2025-06-26 11:06:37.616459,75.0,3,71c9ccb26d,10.182.221.77,True,Lake Erica,-29560.0,2
user_18,event_3,tier_4,2025-06-30 20:58:37.616459,150.0,2,afe2c5c2e4,192.168.70.127,True,Alfredmouth,-3835.0,1
user_18,event_10,tier_5,2025-07-02 09:45:37.616459,200.0,1,f055f5496d,172.29.144.204,True,East Charles,-17233.0,0
user_18,event_3,tier_1,2025-07-02 14:42:37.616459,50.0,3,51f9affa4f,172.19.216.164,True,Andreafort,-22220.0,0
user_18,event_4,tier_2,2025-07-03 08:10:37.616459,75.0,3,f9c1c65a51,172.31.148.164,True,Lake Susan,-7900.0,2
user_18,event_6,tier_1,2025-07-03 12:53:37.616459,50.0,3,281b5b2599,192.168.94.125,True,East Steven,-21948.0,1
user_18,event_8,tier_4,2025-07-04 05:24:37.616459,150.0,2,c6f35a54e6,192.168.222.5,True,West Michael,,0
user_18,event_4,tier_1,2025-07-08 19:50:37.616459,50.0,2,64c44e7476,192.168.75.224,False,Changside,11452.0,2
user_18,event_7,tier_2,2025-07-11 14:14:37.616459,75.0,3,7121a6c195,10.76.61.0,True,Johnsonton,-5648.0,0
user_18,event_13,tier_3,2025-07-14 08:58:37.616459,100.0,2,c31c113416,192.168.30.41,False,South Brandon,25792.0,3
user_18,event_17,tier_4,2025-07-15 12:22:37.616459,150.0,2,2c235f17d7,192.168.53.194,True,Christopherstad,18580.0,0
user_18,event_11,tier_3,2025-07-16 23:46:37.616459,100.0,3,7224e040bf,172.20.157.196,True,Woodsfort,19656.0,2
user_18,event_20,tier_4,2025-07-17 23:31:37.616459,150.0,2,0da72aed62,172.24.228.9,True,South Derekberg,-6331.0,0
user_18,event_18,tier_5,2025-07-18 01:02:37.616459,200.0,13,aab903df09,10.154.61.248,True,Lake Ashleyport,19898.0,0
user_18,event_17,tier_2,2025-07-18 18:41:37.616459,75.0,1,613fb8f34f,172.19.168.213,False,Mitchellburgh,-1813.0,1
user_18,event_5,tier_3,2025-07-20 00:54:37.616459,100.0,2,e13e7a182c,192.168.233.206,True,Jacksonmouth,12160.0,0
user_18,event_6,tier_4,2025-07-22 09:02:37.616459,150.0,3,5188a0f871,192.168.216.112,True,West Edward,28757.0,0
user_19,event_18,tier_5,2025-06-25 00:53:37.616459,200.0,1,78ed43d58d,192.168.191.126,True,Torresberg,-40279.0,0
user_19,event_3,tier_1,2025-06-25 22:20:37.616459,50.0,1,357dfdad60,10.103.53.171,True,East Chris,-19535.0,0
user_19,event_2,tier_1,2025-06-28 00:48:37.616459,50.0,3,c31f818f7c,172.16.27.226,True,Lake Rachelville,-12490.0,0
user_19,event_13,tier_2,2025-06-28 02:36:37.616459,75.0,2,bbc26861a3,192.168.230.85,True,Whitehaven,4423.0,0
user_19,event_17,tier_1,2025-06-30 08:21:37.616459,50.0,1,923abe812b,172.16.222.105,True,South Danielleport,-11223.0,0
user_19,event_13,tier_5,2025-07-04 15:02:37.616459,200.0,19,43283c6f8e,10.151.106.115,True,Robinburgh,-5638.0,0
user_19,event_5,tier_3,2025-07-06 13:46:37.616459,100.0,1,6e9214afbe,172.19.19.161,True,Port Jerryside,8965.0,0
user_19,event_17,tier_5,2025-07-06 16:58:37.616459,200.0,2,4306460587,192.168.1.100,True,Shannonfort,-10375.0,0
user_19,event_8,tier_5,2025-07-08 03:24:37.616459,200.0,1,633aa2dd81,10.134.16.181,True,North Elizabeth,-13729.0,0
user_19,event_20,tier_4,2025-07-08 13:00:37.616459,150.0,13,2147272b8e,192.168.121.53,True,East Ryan,,0
user_19,event_13,tier_2,2025-07-09 11:55:37.616459,75.0,3,f951c084f7,192.168.81.193,True,Durhamhaven,-19418.0,0
