user_id,event_id,tier_id,price_paid,event_category,event_owner_id,event_date,user_gender,user_birth_date,interaction
usr_bb43bffc,evt_42a5dd75,tier_basic,114.17,Food,org_86cd6a62,2024-11-01,Female,1974-06-22,1
usr_c6edc358,evt_f5111248,tier_premium,75.47,Tech,org_1637e3e5,2025-02-01,Female,1988-09-06,1
usr_c4f7ff79,evt_91e68d04,tier_standard,156.91,Music,org_c9477081,2025-07-22,Male,1981-10-14,1
usr_a09e273c,evt_85f3a8f8,tier_premium,136.4,Art,org_69651a03,2025-04-20,Male,1973-01-18,1
usr_75c842bb,evt_cd20f181,tier_standard,44.87,Music,org_dd206bef,2025-06-16,Non-binary,1974-07-02,1
usr_db4e41c4,evt_0ffd600f,tier_premium,73.4,Food,org_b59e2135,2025-04-27,Female,1999-04-24,1
usr_84c77039,evt_fe91b76c,tier_standard,38.06,Business,org_5fe4b657,2024-09-26,Female,1966-09-24,1
usr_5c74bf51,evt_35784c6b,tier_premium,71.48,Tech,org_53343667,2025-03-05,Male,1980-09-11,1
usr_045648b0,evt_d015b778,tier_basic,191.38,Food,org_b1bf4097,2025-05-14,Male,1987-01-06,1
usr_5873efae,evt_e42c5dd2,tier_standard,36.62,Sports,org_764d9a46,2025-05-08,Male,1989-06-22,1
usr_3ca2b555,evt_d22dd432,tier_basic,121.6,Sports,org_86179a21,2025-03-29,Male,1983-07-23,1
usr_217b2952,evt_0692bd66,tier_premium,145.59,Sports,org_f8dd7344,2025-03-23,Male,2003-04-26,1
usr_fae23e6f,evt_ded09a8d,tier_basic,49.63,Sports,org_2586d749,2025-01-24,Female,1966-11-14,1
usr_1fa05bec,evt_58eb417f,tier_standard,47.06,Business,org_a7614759,2024-09-22,Non-binary,1982-10-04,1
usr_accf2bae,evt_151fef8d,tier_basic,35.69,Music,org_0ca3f163,2025-01-24,Non-binary,1971-11-19,1
usr_2138971a,evt_c197666e,tier_basic,107.18,Food,org_0eaac4ab,2025-06-29,Non-binary,1998-07-24,1
usr_71640369,evt_18d642ac,tier_standard,196.31,Business,org_170d90c4,2025-03-28,Female,1973-12-13,1
usr_f39353bc,evt_d4737da6,tier_standard,83.03,Tech,org_91362b75,2024-08-17,Female,1968-05-27,1
usr_d50d9924,evt_3e237ea4,tier_standard,183.51,Tech,org_adc6aa6d,2024-11-21,Non-binary,1994-04-01,1
usr_06cf1c04,evt_66fb3b98,tier_premium,24.52,Sports,org_05870e8a,2025-05-08,Non-binary,2007-04-08,1
usr_f0f3a8ee,evt_4a9ca795,tier_basic,188.25,Music,org_0487e309,2024-10-26,Male,1966-03-30,1
usr_017b82b2,evt_d29b3250,tier_standard,172.87,Business,org_b1e6f4e2,2025-05-24,Male,2005-06-10,1
usr_cbdbfb8c,evt_8bd65ab5,tier_standard,126.44,Food,org_75559961,2024-08-09,Female,1978-03-28,1
usr_845542e7,evt_d799f536,tier_premium,179.35,Music,org_c1d5b72c,2024-11-23,Non-binary,2002-10-12,1
usr_f76d0250,evt_6f6d4926,tier_basic,169.76,Sports,org_2248ec97,2025-05-19,Non-binary,1970-09-21,1
usr_c5cd551c,evt_8f3778ee,tier_basic,82.55,Art,org_b85c44d2,2025-01-04,Male,1992-11-13,1
usr_121c54b7,evt_c90d1706,tier_premium,18.01,Business,org_a782b4a3,2025-05-18,Non-binary,1997-07-10,1
usr_fa7eab03,evt_eefd7b7d,tier_basic,125.14,Music,org_01e1146f,2024-10-06,Non-binary,1984-08-10,1
usr_298d2ede,evt_e1aa5fcd,tier_premium,17.88,Art,org_faec98f0,2025-01-31,Male,1974-07-14,1
usr_1a9e749c,evt_6ad3f6e0,tier_standard,62.68,Food,org_b2c63a20,2025-04-25,Female,1972-09-05,1
usr_5c3822dc,evt_cd51a829,tier_basic,119.81,Music,org_0723ad51,2024-09-14,Male,1967-07-22,1
usr_22227cc4,evt_29d6f4ae,tier_premium,84.42,Business,org_7dc9ce0d,2024-08-20,Non-binary,1979-01-05,1
usr_9b4d453b,evt_df247b47,tier_premium,22.45,Tech,org_b05e08e5,2025-02-25,Female,1990-05-22,1
usr_3c31b3b1,evt_4263c74b,tier_basic,80.16,Art,org_aad00b68,2025-04-05,Male,2006-10-28,1
usr_bcce1a10,evt_b4afd6f7,tier_basic,177.55,Art,org_0d58feb3,2024-12-05,Non-binary,1965-05-20,1
usr_b6a19869,evt_33be385b,tier_standard,182.76,Art,org_7461e945,2025-01-16,Female,1971-03-20,1
usr_8d9a67dc,evt_73e20230,tier_basic,71.86,Music,org_29be2cd5,2025-03-06,Non-binary,1969-10-30,1
usr_8fef9810,evt_0dd40dfc,tier_standard,152.24,Music,org_fce45d22,2025-02-17,Female,1997-11-21,1
usr_7ca84654,evt_1c17bac3,tier_premium,60.42,Music,org_547bc747,2024-10-25,Non-binary,1995-06-25,1
usr_531d9ffc,evt_5368b7ae,tier_standard,136.34,Art,org_b6f2ad86,2024-12-31,Female,1977-01-06,1
usr_a59532a4,evt_20d102bd,tier_basic,22.42,Art,org_71074b20,2024-08-12,Male,1990-02-12,1
usr_07ec3e2d,evt_38b6b841,tier_premium,10.66,Sports,org_b6e3f69f,2025-03-28,Female,1994-12-15,1
usr_4a474423,evt_ff2b35de,tier_basic,30.62,Tech,org_197777b6,2025-04-24,Male,1981-10-19,1
usr_27169e4a,evt_6c24e3d7,tier_premium,28.02,Art,org_3c8f6944,2024-12-03,Male,1975-07-08,1
usr_3d086ba1,evt_375482a9,tier_premium,195.47,Sports,org_03d80b1d,2024-12-05,Female,1968-09-21,1
usr_dc72e54d,evt_24949453,tier_standard,175.42,Tech,org_b566b02d,2025-04-22,Female,1986-08-26,1
usr_8a55d819,evt_d33628a0,tier_standard,138.32,Art,org_c704798b,2025-05-25,Non-binary,2001-02-16,1
usr_09aa0702,evt_f8aa322b,tier_premium,170.77,Tech,org_438b3de5,2025-05-28,Female,1988-09-03,1
usr_a45f0765,evt_7b959bdf,tier_premium,122.23,Food,org_8126a5e8,2025-02-03,Non-binary,2003-02-06,1
usr_8b8737dd,evt_67a130a8,tier_standard,156.41,Sports,org_8d1be9be,2024-10-01,Male,1981-10-21,1
usr_f31968b2,evt_3b52c226,tier_basic,155.66,Food,org_700b4e18,2024-08-09,Female,1971-04-20,1
usr_f00e1459,evt_1439b120,tier_basic,188.41,Art,org_f01fe6de,2025-04-15,Non-binary,2006-07-26,1
usr_05737d2e,evt_25031857,tier_standard,105.57,Business,org_3b699768,2024-11-09,Male,1999-08-27,1
usr_6f2b55ce,evt_ada47fc9,tier_basic,43.0,Business,org_61edba38,2025-07-03,Female,1984-05-11,1
usr_abaa46ce,evt_2d24f33d,tier_basic,199.98,Sports,org_0b6e7616,2025-05-23,Male,2002-06-30,1
usr_5a6b750c,evt_5f3b7861,tier_standard,91.32,Sports,org_85d070ed,2024-08-13,Female,1993-07-16,1
usr_bffea0de,evt_88c4b289,tier_premium,160.34,Art,org_b8046660,2024-12-12,Non-binary,1984-04-28,1
usr_a6b4c320,evt_09a18338,tier_basic,92.41,Business,org_88580735,2025-06-30,Male,1986-07-30,1
usr_9e1fd1ed,evt_e2e8de07,tier_premium,170.87,Food,org_9acb57aa,2025-05-17,Male,1995-01-23,1
usr_2035a195,evt_7760f075,tier_premium,190.95,Food,org_62f7dd1d,2025-03-14,Male,1970-09-09,1
usr_b4ad9f10,evt_dbe0cd92,tier_basic,147.01,Food,org_082fac9b,2024-10-29,Male,2002-01-03,1
usr_5c1773e7,evt_fed5dda9,tier_premium,72.22,Sports,org_e40227bb,2025-04-06,Female,2002-03-13,1
usr_938fe11c,evt_f8ba51cd,tier_premium,111.66,Tech,org_f9745e8a,2024-10-30,Male,1966-10-02,1
usr_2e2f873a,evt_3f1b99ed,tier_premium,94.13,Tech,org_1f866ff0,2025-02-28,Female,1985-10-10,1
usr_83235541,evt_9dd15b70,tier_standard,129.75,Art,org_06a07f26,2025-05-13,Male,1999-12-19,1
usr_96cea695,evt_535bc971,tier_basic,88.8,Art,org_1e1fd356,2025-01-04,Male,1985-01-15,1
usr_37b69803,evt_2e1a77f5,tier_premium,105.87,Sports,org_ad51022f,2024-12-13,Non-binary,1988-12-31,1
usr_a364e4e3,evt_a95c3cd9,tier_basic,144.17,Tech,org_f00ab8bf,2024-10-26,Female,2000-07-27,1
usr_878e8819,evt_127e442b,tier_standard,115.79,Sports,org_02260f85,2024-11-12,Male,1983-11-28,1
usr_6ba0151d,evt_8ac93746,tier_basic,76.33,Food,org_486b724c,2024-08-07,Female,1991-01-28,1
usr_c243d501,evt_4edf8545,tier_basic,174.95,Tech,org_6b3a2405,2024-08-24,Female,1975-03-15,1
usr_7f525ff6,evt_c11224c2,tier_standard,127.28,Business,org_cc5deaef,2025-04-09,Female,1969-10-19,1
usr_5a97408d,evt_a2471bb8,tier_standard,171.31,Tech,org_e3fb8c85,2025-01-30,Male,1971-03-25,1
usr_2113606e,evt_317c7329,tier_basic,143.87,Tech,org_2b2d9385,2024-10-19,Female,1970-01-21,1
usr_0865362a,evt_06bb0154,tier_premium,83.46,Business,org_73fdebbc,2024-11-23,Non-binary,1971-06-01,1
usr_70d2b602,evt_ae5ff2c0,tier_standard,167.51,Music,org_bde9a706,2025-03-03,Non-binary,1980-11-17,1
usr_75a737dc,evt_e33594e9,tier_basic,148.5,Art,org_d26f01a8,2025-03-08,Male,1993-11-26,1
usr_ec8f8618,evt_1ddf9d4f,tier_basic,120.41,Music,org_2bf4c266,2024-10-26,Male,1977-06-09,1
usr_6174d7fc,evt_40c6d7de,tier_basic,163.54,Art,org_55bf75b0,2025-04-13,Male,1983-03-17,1
usr_b775d75e,evt_fb7e0503,tier_basic,100.53,Sports,org_896ad96c,2025-06-08,Non-binary,1967-05-19,1
usr_3d24a2b8,evt_78f61e23,tier_basic,180.94,Food,org_20b95ea1,2024-09-25,Non-binary,1965-09-20,1
usr_41307835,evt_7a661b11,tier_premium,170.59,Music,org_ce8aa80c,2025-03-06,Non-binary,1992-01-02,1
usr_1fd7366f,evt_3555a272,tier_basic,118.39,Tech,org_a60edc3b,2025-05-15,Non-binary,1977-02-17,1
usr_6d0f1c91,evt_fa8b0341,tier_premium,114.18,Food,org_43b0535f,2024-08-31,Female,1994-05-10,1
usr_1f3af6cb,evt_ac699b87,tier_basic,85.4,Business,org_e18754c3,2024-08-25,Non-binary,1993-12-10,1
usr_85fcb03a,evt_73608bd1,tier_basic,190.3,Music,org_63a05cd4,2025-06-19,Male,1972-05-29,1
usr_a49f3d4d,evt_0ce8b121,tier_premium,125.03,Food,org_e6b2ce13,2024-10-23,Male,1994-05-19,1
usr_444292e7,evt_aa115181,tier_standard,26.82,Music,org_01670409,2024-11-16,Non-binary,1974-10-11,1
usr_c22b3c26,evt_1aad9a29,tier_standard,60.41,Art,org_fb5a3c36,2025-02-11,Female,2006-05-26,1
usr_34ee22db,evt_7b2efaec,tier_premium,103.63,Art,org_1040afba,2025-06-06,Male,1983-10-06,1
usr_b520844f,evt_79287421,tier_basic,91.51,Food,org_dc9f2616,2024-11-17,Male,1974-07-23,1
usr_a171feca,evt_1bd0f64a,tier_basic,166.55,Business,org_dfbce44d,2025-02-26,Female,1991-11-11,1
usr_706b57fa,evt_b41a94fd,tier_standard,136.58,Sports,org_2b052228,2025-03-07,Non-binary,1982-03-28,1
usr_41a36004,evt_dfad8580,tier_basic,90.51,Food,org_216bf05a,2024-10-05,Female,2007-04-10,1
usr_0e29ff84,evt_41fb7535,tier_premium,51.53,Tech,org_7d8dfaea,2025-06-18,Non-binary,2007-04-28,1
usr_3374aed7,evt_506a86ec,tier_standard,111.22,Food,org_abcad1e1,2024-09-01,Male,2006-07-18,1
usr_038b355c,evt_262dde08,tier_basic,157.25,Art,org_fa3423a7,2024-12-21,Male,1973-10-21,1
usr_dcb7924c,evt_00ba39f8,tier_standard,69.91,Music,org_3c0c2dae,2025-04-13,Female,2007-02-01,1
usr_e460c445,evt_18aa2163,tier_premium,19.21,Music,org_e36fa588,2024-08-25,Non-binary,1996-05-15,1
usr_f0a9f0e0,evt_b42724cc,tier_basic,115.46,Sports,org_b2dc60b0,2024-10-11,Non-binary,2006-05-16,1
usr_799a03c8,evt_fbdf9ffa,tier_premium,140.03,Tech,org_c495b4f2,2025-03-15,Male,1972-01-19,1
usr_1ec66fd8,evt_5e20661e,tier_standard,91.03,Food,org_5e90538c,2025-05-02,Female,1977-07-15,1
usr_fc3ceab8,evt_38abc2ac,tier_basic,44.25,Business,org_4139c389,2024-12-20,Non-binary,1993-04-10,1
usr_a0ad461e,evt_a1920bfd,tier_standard,177.42,Business,org_557bf760,2024-09-07,Female,1990-05-03,1
usr_6238c4dc,evt_c2297cb4,tier_basic,162.98,Tech,org_6b14b4eb,2024-11-11,Non-binary,1968-07-14,1
usr_e5d5de81,evt_2a04a132,tier_basic,143.21,Art,org_892b8078,2025-01-11,Female,1979-01-17,1
usr_9588a0d9,evt_32eea73f,tier_basic,106.0,Food,org_9e15cbc3,2024-07-22,Non-binary,1968-02-13,1
usr_f1f93644,evt_9a4f4a33,tier_standard,84.84,Business,org_7e85093a,2025-01-25,Non-binary,1996-12-10,1
usr_6cd57023,evt_8c920ea2,tier_basic,143.27,Tech,org_c2112a9f,2025-05-22,Female,2006-03-30,1
usr_0718a5ec,evt_4dbe25a9,tier_standard,38.1,Art,org_57a96ad1,2025-01-27,Male,1994-09-20,1
usr_9759f06a,evt_6bd8182f,tier_basic,142.25,Music,org_155be01e,2025-05-17,Non-binary,1967-08-04,1
usr_9b0caebb,evt_661d6f15,tier_standard,63.18,Tech,org_ae5e908c,2025-01-08,Male,1983-09-11,1
usr_a4c6852c,evt_462a31e4,tier_standard,78.67,Art,org_ba37c5c6,2024-12-28,Male,2006-08-26,1
usr_ab55e9e9,evt_8247e514,tier_standard,58.27,Business,org_fe883899,2025-04-23,Male,1964-07-25,1
usr_d12a2d49,evt_aee95082,tier_basic,123.12,Music,org_f76f414f,2024-11-18,Male,1992-02-14,1
usr_383c9e26,evt_3917ee08,tier_standard,44.74,Tech,org_fec69b07,2024-09-08,Non-binary,1996-07-11,1
usr_a8b4ea8c,evt_54849e8a,tier_premium,145.87,Art,org_4f2c69f6,2024-12-10,Female,1987-02-07,1
usr_dd13c409,evt_f5971bfe,tier_basic,95.91,Tech,org_437aa2b0,2025-02-08,Non-binary,1997-02-06,1
usr_52cf9eff,evt_7dd7912e,tier_premium,126.03,Sports,org_e35b5117,2025-05-06,Female,1970-07-01,1
usr_6669ad2b,evt_24f08fc2,tier_basic,75.82,Business,org_63d5158d,2025-03-10,Non-binary,1984-04-22,1
usr_40d9ea25,evt_43f1ffa3,tier_basic,39.69,Food,org_4e7645ce,2024-09-21,Male,1993-01-01,1
usr_acacaf08,evt_ed06760d,tier_premium,72.3,Tech,org_5294f3e8,2024-09-28,Female,1983-07-02,1
usr_b7067bc4,evt_be827e41,tier_basic,14.18,Sports,org_5b197bf6,2024-10-05,Non-binary,1996-07-16,1
usr_8e4490c0,evt_aeacedf6,tier_premium,71.87,Sports,org_d103a8e8,2024-11-24,Female,1992-10-02,1
usr_2f370c2f,evt_debd1c3d,tier_basic,170.96,Tech,org_856c9203,2024-09-11,Female,2004-07-30,1
usr_c25eaf20,evt_617f7968,tier_standard,85.64,Art,org_e12dc66b,2025-03-20,Non-binary,1999-11-19,1
usr_7ee59fe8,evt_e130c45c,tier_standard,71.42,Art,org_acf43f93,2024-08-25,Female,1990-12-19,1
usr_07be87c6,evt_1900399e,tier_basic,106.84,Tech,org_3a488858,2024-12-02,Non-binary,2003-04-30,1
usr_3dcbce30,evt_40b79392,tier_standard,160.52,Sports,org_587d4f59,2025-03-02,Female,1996-08-26,1
usr_d1c21b8f,evt_593da9ad,tier_basic,127.41,Sports,org_fbdfeadd,2025-03-08,Non-binary,2001-02-23,1
