user_id,event_id,tier_id,price_paid,event_category,event_owner_id,event_date,user_gender,user_birth_date,interaction
usr_f538e9ad,evt_c6b282fa,tier_basic,75.4,Business,org_b00cdce3,2025-06-19,Non-binary,1967-03-03,1
usr_f538e9ad,evt_335c9749,tier_standard,191.76,Food,org_8d1a6e66,2025-10-12,Non-binary,2004-01-23,1
usr_f538e9ad,evt_3212cf4d,tier_standard,138.61,Tech,org_1224637c,2025-09-28,Male,1989-07-07,1
usr_e4058459,evt_0ad28981,tier_standard,42.44,Business,org_5558d049,2025-01-11,Male,1995-08-19,1
usr_e4058459,evt_c1746cc5,tier_standard,13.17,Art,org_2c6a8f35,2024-09-08,Female,1997-03-16,1
usr_e4058459,evt_517f40bc,tier_premium,100.85,Business,org_f3465f98,2024-10-09,Non-binary,1999-07-07,1
usr_e4058459,evt_7a56b3cc,tier_basic,151.58,Food,org_6f303591,2025-06-02,Female,1997-08-29,1
usr_e4058459,evt_7a34d713,tier_standard,15.31,Art,org_d6d4fcaf,2025-09-01,Male,2003-03-17,1
usr_e4058459,evt_82dbce62,tier_premium,31.11,Tech,org_0db3b63e,2025-10-08,Male,1999-04-27,1
usr_e4058459,evt_bd8e6ff8,tier_basic,74.15,Art,org_5558d049,2025-09-22,Female,1980-12-28,1
usr_e4058459,evt_fca5977b,tier_premium,63.33,Health,org_5b2ec972,2024-10-10,Male,1986-08-30,1
usr_e4058459,evt_97d90008,tier_basic,32.34,Food,org_8a1327a7,2024-11-05,Non-binary,1981-12-10,1
usr_e4058459,evt_e76d385b,tier_basic,39.47,Art,org_423d72fd,2024-09-22,Male,1988-01-17,1
usr_b1dd129c,evt_ac267b02,tier_standard,32.8,Food,org_911f2e39,2025-06-16,Non-binary,2007-01-24,1
usr_b1dd129c,evt_77136157,tier_premium,16.44,Tech,org_ac7fa1b9,2025-06-29,Female,1966-08-19,1
usr_b1dd129c,evt_2a550762,tier_standard,179.42,Health,org_f1fa0b4f,2025-02-24,Female,2005-05-18,1
usr_b1dd129c,evt_9b00a230,tier_standard,81.25,Food,org_f8857aed,2025-04-20,Female,1971-08-10,1
usr_b1dd129c,evt_95aaf35e,tier_standard,98.92,Business,org_8bd6095e,2025-01-01,Non-binary,1995-09-07,1
usr_b1dd129c,evt_440f288e,tier_standard,77.25,Food,org_db2df4cc,2024-09-24,Non-binary,2002-11-05,1
usr_b1dd129c,evt_94f2f5de,tier_basic,51.54,Food,org_e96005a9,2025-08-12,Female,1982-02-25,1
usr_94e12d2d,evt_89a36d0f,tier_premium,116.14,Health,org_97adfec6,2024-08-09,Non-binary,1999-02-21,1
usr_94e12d2d,evt_3b4aa129,tier_basic,94.15,Tech,org_ea9da81f,2024-10-09,Male,1971-07-14,1
usr_94e12d2d,evt_7a56b3cc,tier_basic,110.19,Food,org_8807a743,2025-03-23,Non-binary,2006-09-16,1
usr_94e12d2d,evt_67fcc61c,tier_premium,51.64,Food,org_f55e3403,2025-08-08,Non-binary,1989-05-14,1
usr_94e12d2d,evt_bfb83411,tier_premium,177.98,Business,org_c54b3d0b,2025-10-20,Male,1977-05-21,1
usr_94e12d2d,evt_7c3db99c,tier_premium,142.76,Art,org_81063273,2024-10-31,Male,1966-05-21,1
usr_94e12d2d,evt_982d4396,tier_basic,183.17,Business,org_faf73880,2025-04-15,Non-binary,1970-04-17,1
usr_94e12d2d,evt_bdba0861,tier_basic,157.53,Art,org_ba53537c,2025-02-12,Male,2007-01-02,1
usr_5e85e41a,evt_02e4f4f3,tier_standard,109.78,Food,org_db2df4cc,2024-11-08,Non-binary,1998-05-01,1
usr_5e85e41a,evt_b01c0989,tier_basic,88.01,Art,org_c0b1b1b5,2025-08-18,Male,1965-05-20,1
usr_5e85e41a,evt_11142ef3,tier_premium,177.42,Tech,org_57014058,2025-08-09,Female,1978-02-13,1
usr_2efb1704,evt_7b9357d6,tier_premium,191.29,Business,org_fee60a9c,2025-02-11,Non-binary,1997-12-25,1
usr_2efb1704,evt_0d2b8009,tier_standard,164.2,Tech,org_d6d4fcaf,2025-01-22,Non-binary,2000-01-02,1
usr_2efb1704,evt_21c87264,tier_standard,33.57,Tech,org_f3465f98,2025-04-10,Non-binary,2001-06-03,1
usr_2efb1704,evt_8fd48d50,tier_premium,145.08,Art,org_f3465f98,2025-08-18,Male,1967-06-14,1
usr_2efb1704,evt_82dbce62,tier_premium,116.92,Food,org_8540f6e7,2025-05-28,Male,1970-04-26,1
usr_a20e064f,evt_fca5977b,tier_premium,173.74,Health,org_0fbb9763,2025-08-29,Non-binary,2000-10-05,1
usr_a20e064f,evt_7623447b,tier_premium,146.82,Art,org_8bd6095e,2025-05-18,Female,2006-07-20,1
usr_a20e064f,evt_d9c449e2,tier_basic,163.84,Business,org_5558d049,2025-08-28,Non-binary,1975-08-20,1
usr_a20e064f,evt_1917617d,tier_premium,110.92,Art,org_d6d4fcaf,2025-04-05,Female,1981-12-13,1
usr_a20e064f,evt_2dabbf04,tier_basic,192.86,Tech,org_d6d4fcaf,2025-04-08,Non-binary,1965-06-27,1
usr_a0de1184,evt_d0641883,tier_standard,29.44,Art,org_9d81df6a,2024-11-24,Female,1988-12-28,1
usr_a0de1184,evt_ec3cdb89,tier_premium,175.18,Business,org_519e33bb,2025-02-14,Non-binary,1971-03-11,1
usr_a0de1184,evt_553b2f96,tier_basic,179.56,Business,org_c0b1b1b5,2025-06-21,Female,2000-05-21,1
usr_17ae0bd1,evt_a1afc16a,tier_premium,111.33,Tech,org_ea9da81f,2024-11-20,Male,1981-11-22,1
usr_17ae0bd1,evt_d0535538,tier_standard,196.1,Tech,org_2a08c3c0,2025-01-18,Female,1994-09-17,1
usr_17ae0bd1,evt_73cee656,tier_premium,133.37,Food,org_db680007,2025-07-24,Male,1969-11-11,1
usr_17ae0bd1,evt_029d5975,tier_premium,72.64,Tech,org_823d63af,2025-01-22,Female,1987-03-18,1
usr_17ae0bd1,evt_d56b5088,tier_premium,58.44,Business,org_c0b1b1b5,2025-07-02,Non-binary,1995-07-22,1
usr_17ae0bd1,evt_dcf26649,tier_standard,67.95,Food,org_0c85e030,2025-06-05,Male,1991-05-25,1
usr_17ae0bd1,evt_7a25d2a1,tier_basic,136.45,Art,org_d9341058,2024-11-29,Female,1982-09-26,1
usr_17ae0bd1,evt_9fcd79c3,tier_standard,51.79,Business,org_2b7b8db2,2024-11-09,Female,1989-11-19,1
usr_17ae0bd1,evt_b33cf196,tier_premium,193.61,Health,org_db680007,2025-10-09,Non-binary,1997-11-20,1
usr_17ae0bd1,evt_8c3cd869,tier_basic,180.23,Tech,org_d6d4fcaf,2025-07-02,Female,1999-01-24,1
usr_bb10616f,evt_d25682d1,tier_standard,73.65,Business,org_1224637c,2025-02-13,Non-binary,1985-11-13,1
usr_bb10616f,evt_7a25d2a1,tier_basic,192.41,Business,org_7f1948ed,2024-11-08,Male,1991-11-13,1
usr_bb10616f,evt_9a92ee2d,tier_standard,27.02,Art,org_2a08c3c0,2024-09-21,Male,1986-10-29,1
usr_bb10616f,evt_5aa06fad,tier_standard,191.97,Tech,org_ea9da81f,2024-10-13,Female,1988-01-08,1
usr_72bc8a7c,evt_3b882b3c,tier_standard,146.08,Health,org_9d81df6a,2024-09-01,Female,2001-06-28,1
usr_72bc8a7c,evt_87cb0360,tier_premium,128.47,Business,org_f2f6e9b4,2024-12-23,Male,1998-01-14,1
usr_72bc8a7c,evt_4dcb20ad,tier_premium,53.91,Tech,org_b004563b,2025-04-15,Non-binary,1985-12-29,1
usr_72bc8a7c,evt_335c9749,tier_premium,115.03,Tech,org_a827e2f2,2024-10-16,Male,1967-11-07,1
usr_72bc8a7c,evt_a2adef6b,tier_basic,180.62,Business,org_d6fec5b3,2024-10-20,Male,1970-05-01,1
usr_72bc8a7c,evt_d25682d1,tier_standard,146.94,Food,org_b00cdce3,2024-09-30,Female,1990-11-21,1
usr_72bc8a7c,evt_07527033,tier_basic,63.49,Food,org_57c60f07,2025-07-28,Male,1987-08-15,1
usr_72bc8a7c,evt_9db10b77,tier_premium,184.36,Health,org_8a1327a7,2025-05-06,Non-binary,1978-09-12,1
usr_72bc8a7c,evt_f66de037,tier_premium,67.01,Food,org_0c85e030,2024-12-26,Non-binary,1986-03-21,1
usr_72bc8a7c,evt_23ff935e,tier_basic,153.26,Health,org_a65f6721,2025-01-24,Female,1992-03-18,1
usr_28f8094f,evt_f8697af8,tier_premium,73.76,Health,org_ee61b887,2025-10-09,Female,1986-10-18,1
usr_28f8094f,evt_ac6117bc,tier_standard,192.81,Art,org_c54b3d0b,2024-10-08,Male,1972-07-07,1
usr_28f8094f,evt_ffcc5d7a,tier_premium,178.1,Business,org_7f1948ed,2024-09-12,Male,2001-03-18,1
usr_28f8094f,evt_b5e187f7,tier_standard,46.83,Health,org_5558d049,2025-03-06,Male,1995-11-27,1
usr_56df3953,evt_ffcc5d7a,tier_basic,177.03,Tech,org_f1fa0b4f,2025-05-21,Non-binary,1994-02-24,1
usr_56df3953,evt_ef6e3e9e,tier_basic,163.62,Tech,org_d6fec5b3,2024-10-29,Non-binary,1969-01-02,1
usr_56df3953,evt_c84b8d1b,tier_premium,120.02,Food,org_04c47d39,2025-07-01,Non-binary,1999-01-19,1
usr_56df3953,evt_fc68cb24,tier_premium,35.53,Business,org_5edfc309,2024-11-01,Male,1992-01-25,1
usr_71ad8ca7,evt_ca64bc20,tier_standard,21.81,Business,org_014e4898,2024-08-14,Male,2000-10-30,1
usr_71ad8ca7,evt_b656ae34,tier_basic,171.77,Tech,org_1fcf4fae,2025-08-01,Male,1990-10-27,1
usr_71ad8ca7,evt_371868ca,tier_standard,129.77,Art,org_08286e4d,2025-03-30,Male,1989-12-21,1
usr_71ad8ca7,evt_cef15be5,tier_basic,78.99,Health,org_318ade70,2024-07-28,Female,1969-08-31,1
usr_5614971f,evt_97d90008,tier_standard,41.74,Art,org_56f351e2,2024-08-26,Female,1970-04-22,1
usr_5614971f,evt_f72e6dcf,tier_premium,175.49,Tech,org_ac7fa1b9,2024-11-23,Male,1975-03-10,1
usr_5614971f,evt_7c4b4570,tier_standard,69.74,Business,org_ba53537c,2025-09-17,Non-binary,2000-08-27,1
usr_5614971f,evt_6602ccd0,tier_basic,24.68,Food,org_6f303591,2024-11-27,Female,1995-03-23,1
usr_5614971f,evt_609715ac,tier_premium,22.9,Art,org_0c85e030,2025-08-31,Non-binary,1979-01-13,1
usr_5614971f,evt_a5be13c4,tier_standard,185.38,Food,org_eee2dcae,2024-08-15,Non-binary,1989-08-08,1
usr_5614971f,evt_0d19cf4c,tier_standard,150.63,Art,org_4655013c,2024-09-15,Male,1967-07-16,1
usr_5614971f,evt_24f9a87f,tier_basic,183.37,Food,org_d6d4fcaf,2024-11-14,Female,2006-12-20,1
usr_5614971f,evt_d0535538,tier_standard,126.92,Business,org_ac28b7dc,2025-04-07,Non-binary,1989-08-24,1
usr_5614971f,evt_f0ee9b98,tier_basic,61.83,Health,org_d6d4fcaf,2024-10-03,Male,1966-11-20,1
usr_af15e0cb,evt_65deac27,tier_standard,59.0,Health,org_5a565ae9,2025-09-01,Female,1990-08-07,1
usr_af15e0cb,evt_d6f8080e,tier_premium,126.06,Art,org_d6d4fcaf,2025-09-14,Non-binary,2001-10-22,1
usr_af15e0cb,evt_d56b5088,tier_premium,42.28,Tech,org_6f303591,2024-09-24,Female,2007-01-03,1
usr_af15e0cb,evt_1ea8150f,tier_basic,68.97,Tech,org_7d8b2118,2025-01-09,Female,1993-03-03,1
usr_af15e0cb,evt_94f3b8a8,tier_standard,35.5,Food,org_d9341058,2025-03-14,Non-binary,1997-11-10,1
usr_af15e0cb,evt_2e8a7c32,tier_basic,80.67,Food,org_58003874,2025-06-18,Male,1985-06-11,1
usr_af15e0cb,evt_9be76ebc,tier_basic,36.64,Health,org_2a08c3c0,2024-09-20,Female,1987-08-27,1
usr_af15e0cb,evt_479ed406,tier_standard,91.36,Tech,org_11673208,2025-07-12,Female,1991-12-03,1
usr_af15e0cb,evt_920809fc,tier_standard,59.19,Food,org_e96005a9,2025-03-08,Female,1982-10-01,1
usr_e2a597ff,evt_632fc278,tier_standard,34.05,Tech,org_ee61b887,2024-10-04,Non-binary,1993-08-27,1
usr_e2a597ff,evt_df855910,tier_standard,166.33,Food,org_2c6a8f35,2025-03-16,Female,1971-07-29,1
usr_e2a597ff,evt_2976f7b0,tier_basic,183.12,Health,org_2b7b8db2,2024-12-27,Non-binary,2002-04-03,1
usr_e2a597ff,evt_4d86c608,tier_premium,93.54,Health,org_0f96762d,2025-02-16,Non-binary,1967-10-01,1
usr_e2a597ff,evt_f0ee9b98,tier_premium,172.64,Tech,org_ade3944c,2025-03-12,Female,1967-01-06,1
usr_e2a597ff,evt_3ca3f3da,tier_premium,171.36,Food,org_5a565ae9,2025-08-25,Male,1973-03-20,1
usr_e2a597ff,evt_3f21211f,tier_standard,11.97,Art,org_ac7fa1b9,2025-01-17,Female,1968-09-03,1
usr_e2a597ff,evt_81d1f960,tier_basic,116.9,Health,org_b62edfdf,2025-01-08,Female,1971-02-04,1
usr_e2a597ff,evt_59c059c9,tier_basic,54.22,Tech,org_2b7b8db2,2025-04-10,Non-binary,1985-09-27,1
usr_9146bd67,evt_1e58358f,tier_premium,30.08,Health,org_c04ff031,2025-10-05,Non-binary,1982-08-23,1
usr_9146bd67,evt_3b882b3c,tier_premium,74.99,Tech,org_58003874,2024-08-15,Non-binary,1993-01-04,1
usr_9146bd67,evt_c84b8d1b,tier_standard,93.56,Business,org_5a565ae9,2025-09-22,Male,1989-10-04,1
usr_9146bd67,evt_81c3e8e3,tier_basic,109.95,Tech,org_ee61b887,2025-08-24,Non-binary,1981-05-01,1
usr_9146bd67,evt_574077b5,tier_premium,124.21,Food,org_8d1a6e66,2024-09-11,Female,2002-02-14,1
usr_9146bd67,evt_0d19cf4c,tier_basic,99.35,Health,org_5558d049,2025-05-04,Male,1990-04-02,1
usr_81dcb7b7,evt_4284c106,tier_basic,121.61,Food,org_0db3b63e,2024-10-06,Non-binary,1980-02-10,1
usr_81dcb7b7,evt_eb07e467,tier_premium,195.37,Food,org_423d72fd,2025-09-14,Female,1987-05-07,1
usr_81dcb7b7,evt_574077b5,tier_standard,93.8,Food,org_ee61b887,2025-02-25,Male,1999-09-04,1
usr_81dcb7b7,evt_e416ec57,tier_premium,94.83,Tech,org_ba53537c,2024-10-29,Female,1991-06-14,1
usr_81dcb7b7,evt_395b6756,tier_standard,196.37,Food,org_75ae2008,2025-09-25,Female,1995-05-24,1
usr_ad60ea20,evt_c243e072,tier_premium,148.41,Art,org_776ef20c,2025-08-23,Non-binary,1991-02-18,1
usr_ad60ea20,evt_8f14d143,tier_standard,58.48,Food,org_5edfc309,2025-08-10,Non-binary,1971-08-02,1
usr_ad60ea20,evt_c6b282fa,tier_standard,130.6,Tech,org_d9341058,2025-09-27,Male,1984-11-02,1
usr_ad60ea20,evt_e76d385b,tier_standard,61.69,Health,org_5a565ae9,2024-11-25,Female,2006-12-21,1
usr_ad60ea20,evt_83333f3b,tier_standard,139.15,Food,org_b004563b,2025-04-14,Female,1966-07-24,1
usr_ee7e0b5f,evt_f472f3a0,tier_standard,85.68,Food,org_f55e3403,2025-08-16,Female,1993-10-31,1
usr_ee7e0b5f,evt_3eb06e7d,tier_basic,114.44,Art,org_c5552904,2024-07-29,Non-binary,1974-11-12,1
usr_ee7e0b5f,evt_0346c0a2,tier_premium,133.7,Health,org_8540f6e7,2025-04-20,Male,1991-05-22,1
usr_ee7e0b5f,evt_7f2c2557,tier_premium,149.27,Business,org_57014058,2025-01-21,Male,1984-03-25,1
usr_ee7e0b5f,evt_b47e1510,tier_standard,96.62,Health,org_faf73880,2025-02-26,Male,2005-01-25,1
usr_ee7e0b5f,evt_fdc74131,tier_basic,42.35,Art,org_519e33bb,2025-01-01,Male,1965-09-29,1
usr_ee7e0b5f,evt_0d19cf4c,tier_standard,128.07,Art,org_1224637c,2025-02-15,Non-binary,2005-04-26,1
usr_fccb81de,evt_0e8ce993,tier_basic,73.37,Food,org_2ca286f7,2025-06-30,Male,1986-05-04,1
usr_fccb81de,evt_87cb0360,tier_standard,145.82,Business,org_5b2ec972,2024-07-29,Male,1971-07-20,1
usr_fccb81de,evt_1ea8150f,tier_basic,63.35,Art,org_776ef20c,2024-12-18,Female,2001-09-14,1
usr_fccb81de,evt_4a3fd306,tier_premium,116.02,Health,org_2a08c3c0,2025-06-30,Male,1975-08-17,1
usr_fccb81de,evt_4284c106,tier_premium,60.85,Tech,org_3953fcad,2025-02-15,Male,1993-08-12,1
usr_ad0ef78c,evt_dcf26649,tier_basic,181.68,Art,org_846b3320,2024-09-29,Male,1990-01-24,1
usr_ad0ef78c,evt_1e94910a,tier_premium,105.72,Health,org_97adfec6,2025-03-30,Female,2006-04-02,1
usr_ad0ef78c,evt_e73baef6,tier_premium,161.37,Tech,org_8a1327a7,2024-12-17,Female,1979-10-07,1
usr_93cce112,evt_b656ae34,tier_basic,38.92,Business,org_6c48832f,2024-11-22,Male,2004-06-04,1
usr_93cce112,evt_83333f3b,tier_premium,57.07,Health,org_a65f6721,2024-12-23,Non-binary,1988-07-27,1
usr_93cce112,evt_8bd78b6e,tier_basic,101.93,Health,org_df98517c,2025-06-18,Female,1971-12-28,1
usr_93cce112,evt_a6830017,tier_premium,174.94,Tech,org_7d8b2118,2024-10-05,Non-binary,2007-01-01,1
usr_93cce112,evt_d56b5088,tier_basic,93.61,Tech,org_0db3b63e,2025-03-27,Male,1985-03-11,1
usr_5e7eec9d,evt_a9ab5903,tier_premium,108.69,Health,org_140e2754,2024-08-04,Female,1988-09-21,1
usr_5e7eec9d,evt_0905b767,tier_standard,140.41,Business,org_ade866d2,2025-04-24,Female,1971-04-10,1
usr_5e7eec9d,evt_e22b8a7e,tier_premium,96.89,Tech,org_e84cc152,2025-02-10,Male,1996-12-15,1
usr_5e7eec9d,evt_ef6e3e9e,tier_standard,130.49,Health,org_ea9da81f,2024-08-26,Female,1970-03-25,1
usr_5e7eec9d,evt_c0aef5c5,tier_standard,198.21,Food,org_519e33bb,2025-07-09,Non-binary,2004-11-20,1
usr_5e7eec9d,evt_0dcfe3e0,tier_standard,132.64,Art,org_823d63af,2025-01-09,Female,1984-08-07,1
usr_5e7eec9d,evt_7b9357d6,tier_basic,38.88,Art,org_5a565ae9,2024-08-30,Female,1989-03-29,1
usr_c5661098,evt_12acbc12,tier_basic,26.88,Food,org_b00cdce3,2024-12-18,Non-binary,1990-07-23,1
usr_c5661098,evt_0619d799,tier_basic,86.39,Art,org_0f96762d,2025-09-25,Non-binary,1970-08-10,1
usr_c5661098,evt_c6b282fa,tier_premium,109.8,Food,org_81063273,2024-07-24,Male,1980-09-26,1
usr_c5661098,evt_35540ecb,tier_premium,155.54,Tech,org_ee61b887,2025-01-13,Female,1980-08-25,1
usr_c5661098,evt_e73baef6,tier_premium,109.03,Health,org_846b3320,2025-02-15,Non-binary,1994-06-18,1
usr_c5661098,evt_c0b192b3,tier_premium,138.0,Health,org_97adfec6,2025-07-26,Female,1971-12-05,1
usr_c5661098,evt_ada87768,tier_basic,187.54,Food,org_ac7fa1b9,2025-09-11,Non-binary,2000-02-23,1
usr_c5661098,evt_0d19cf4c,tier_basic,57.95,Tech,org_1ed0fdfb,2024-12-07,Male,1995-03-23,1
usr_c5661098,evt_395b6756,tier_basic,166.54,Art,org_ade3944c,2025-06-20,Male,2003-05-26,1
usr_c5661098,evt_829b00eb,tier_premium,97.03,Health,org_ea9da81f,2024-10-08,Male,1990-11-03,1
usr_607e539d,evt_1ea8150f,tier_basic,53.46,Art,org_eee2dcae,2025-02-07,Female,1976-11-30,1
usr_607e539d,evt_b01c0989,tier_basic,191.67,Art,org_2c6a8f35,2024-09-21,Non-binary,1995-04-06,1
usr_607e539d,evt_95aaf35e,tier_premium,152.59,Tech,org_9d81df6a,2025-03-10,Non-binary,1988-04-14,1
usr_97d47f0e,evt_e22b8a7e,tier_basic,28.52,Art,org_5edfc309,2025-04-18,Female,2000-07-22,1
usr_97d47f0e,evt_d8b3856c,tier_basic,184.17,Food,org_04c47d39,2024-08-09,Non-binary,1968-10-18,1
usr_97d47f0e,evt_59c059c9,tier_premium,72.7,Food,org_acc11453,2025-08-27,Non-binary,1987-06-06,1
usr_97d47f0e,evt_a1afc16a,tier_basic,157.15,Art,org_e84cc152,2025-06-19,Male,2002-06-17,1
usr_97d47f0e,evt_1ea8150f,tier_standard,86.76,Business,org_423d72fd,2025-10-14,Female,1994-07-07,1
usr_97d47f0e,evt_dc54a954,tier_basic,81.71,Health,org_fd529560,2024-09-25,Female,1969-05-14,1
usr_22462980,evt_0d2b8009,tier_premium,84.4,Art,org_63965100,2025-03-19,Male,1999-02-03,1
usr_22462980,evt_052bf968,tier_premium,29.32,Health,org_c54b3d0b,2024-10-04,Male,1990-05-28,1
usr_22462980,evt_553b2f96,tier_basic,100.07,Food,org_f3465f98,2024-12-18,Female,1997-10-01,1
usr_d1935b33,evt_a264dbe2,tier_premium,15.38,Health,org_9d81df6a,2024-12-12,Male,1975-10-31,1
usr_d1935b33,evt_da78bdb7,tier_standard,159.7,Health,org_3918e114,2025-08-08,Male,1974-06-27,1
usr_d1935b33,evt_07111e74,tier_basic,56.75,Health,org_78cedd62,2024-11-03,Female,1999-05-07,1
usr_d1935b33,evt_3eb06e7d,tier_basic,35.52,Art,org_e96005a9,2024-08-24,Male,1965-04-23,1
usr_d1935b33,evt_c00dbebf,tier_standard,51.14,Business,org_8540f6e7,2024-08-27,Non-binary,1985-12-21,1
usr_d1935b33,evt_40fc1083,tier_basic,90.96,Health,org_79335db9,2024-11-08,Male,1981-12-16,1
usr_d1935b33,evt_f3fde87d,tier_basic,70.29,Health,org_1ed0fdfb,2025-09-26,Non-binary,1971-08-08,1
usr_4c6d07d4,evt_c1746cc5,tier_premium,59.31,Art,org_f2f6e9b4,2025-09-13,Non-binary,1981-05-08,1
usr_4c6d07d4,evt_73c3aa24,tier_basic,134.04,Art,org_7f1948ed,2025-08-05,Male,1982-02-18,1
usr_4c6d07d4,evt_d56b5088,tier_standard,16.42,Food,org_009830cb,2025-10-11,Male,1997-08-28,1
usr_a3f31a1f,evt_3eb06e7d,tier_standard,106.62,Health,org_d7872697,2025-03-14,Female,1969-11-12,1
usr_a3f31a1f,evt_a8bf4f25,tier_premium,157.54,Tech,org_3918e114,2025-06-29,Non-binary,1982-07-02,1
